player_name,draft_year,draft_pick,draft_round,draft_age,college,position,position_group,bpm_college,stl_pct,orb_pct,blk_pct,ast_pct,ts_pct,ft_pct,three_par,usg_pct,dws,program_srs,college_season_year,vorp_yr2_5_avg,ws48_yr2_5_avg,bpm_yr2_5_avg,years_available,bbref_url,cbb_url,school_name
Devin Vassell,2020,11,1,19.8,Florida State,Shooting Guard,G,10.9,2.8,5.3,4.1,11.2,0.585,0.72,0.361,20.0,1.7,14.94,2020.0,0.725,0.066,-0.30000000000000004,4,/players/v/vassede01.html,https://www.sports-reference.com/cbb/players/devin-vassell-1.html,Florida St.
Tyrese Haliburton,2020,12,1,20.3,Iowa State,Point Guard,G,11.7,3.8,4.6,2.0,35.3,0.631,0.775,0.508,20.1,1.0,16.07,2020.0,4.3500000000000005,0.17975,5.625,4,/players/h/halibty01.html,https://www.sports-reference.com/cbb/players/tyrese-haliburton-1.html,Iowa St.
Kira Lewis Jr.,2020,13,1,19.2,Alabama,Point Guard,G,5.5,2.5,2.3,1.5,27.7,0.56,0.793,0.341,24.3,1.2,11.12,2020.0,-0.13333333333333333,0.03333333333333333,-3.3666666666666667,3,/players/l/lewiski01.html,https://www.sports-reference.com/cbb/players/kira-lewisjr-1.html,Alabama
Aaron Nesmith,2020,14,1,20.7,Vanderbilt,Small Forward,F,9.7,2.3,2.5,2.6,6.9,0.685,0.825,0.561,26.3,0.4,3.16,2020.0,0.125,0.0785,-2.075,4,/players/n/nesmiaa01.html,https://www.sports-reference.com/cbb/players/aaron-nesmith-1.html,Vanderbilt
Cole Anthony,2020,15,1,20.1,UNC,Point Guard,G,5.1,2.1,1.4,0.9,24.1,0.501,0.75,0.409,30.0,0.9,9.45,2020.0,0.85,0.082,0.07500000000000002,4,/players/a/anthoco01.html,https://www.sports-reference.com/cbb/players/cole-anthony-1.html,UNC
Isaiah Stewart,2020,16,1,19.1,Washington,Center,BIG,7.4,0.9,10.7,7.0,6.3,0.629,0.774,0.059,24.5,2.0,12.41,2020.0,0.05000000000000001,0.08975,-1.775,4,/players/s/stewais01.html,https://www.sports-reference.com/cbb/players/isaiah-stewart-2.html,Washington
Josh Green,2020,18,1,19.6,Arizona,Shooting Guard,G,6.9,2.8,4.8,1.6,16.0,0.528,0.78,0.288,20.7,1.9,19.49,2020.0,-0.325,0.07525,-2.6,4,/players/g/greenjo02.html,https://www.sports-reference.com/cbb/players/josh-green-2.html,Arizona
Saddiq Bey,2020,19,1,21.2,Villanova,Small Forward,F,8.1,1.4,4.5,1.1,14.9,0.608,0.728,0.477,22.8,1.4,16.84,2020.0,0.7333333333333334,0.07966666666666666,-0.7999999999999999,3,/players/b/beysa01.html,https://www.sports-reference.com/cbb/players/saddiq-bey-1.html,Villanova
Precious Achiuwa,2020,20,1,20.8,Memphis,Center,BIG,5.8,2.0,11.4,6.4,7.5,0.534,0.599,0.108,27.7,2.9,12.16,2020.0,-0.025,0.09,-2.05,4,/players/a/achiupr01.html,https://www.sports-reference.com/cbb/players/precious-achiuwa-1.html,Memphis
Tyrese Maxey,2020,21,1,19.6,Kentucky,Point Guard,G,4.4,1.5,1.4,1.3,18.7,0.531,0.833,0.322,22.7,1.5,15.78,2020.0,2.125,0.12525,1.575,4,/players/m/maxeyty01.html,https://www.sports-reference.com/cbb/players/tyrese-maxey-1.html,Kentucky
Zeke Nnaji,2020,22,1,19.5,Arizona,Power Forward,BIG,8.0,1.3,11.5,3.3,5.8,0.63,0.76,0.054,24.1,2.1,19.49,2020.0,-0.1,0.10625,-2.725,4,/players/n/nnajize01.html,https://www.sports-reference.com/cbb/players/zeke-nnaji-1.html,Arizona
Immanuel Quickley,2020,25,1,21.0,Kentucky,Point Guard,G,7.3,1.6,2.1,0.5,11.4,0.595,0.895,0.438,23.4,1.4,15.78,2020.0,1.45,0.12325,1.35,4,/players/q/quickim01.html,https://www.sports-reference.com/cbb/players/immanuel-quickley-1.html,Kentucky
Payton Pritchard,2020,26,1,22.4,Oregon,Point Guard,G,11.1,2.5,2.3,0.1,31.5,0.601,0.8,0.459,28.2,1.4,18.22,2020.0,1.35,0.134,0.7250000000000001,4,/players/p/pritcpa01.html,https://www.sports-reference.com/cbb/players/payton-pritchard-1.html,Oregon
Udoka Azubuike,2020,27,1,20.8,Kansas,Center,BIG,12.4,1.0,15.3,10.9,7.1,0.685,0.416,0.0,22.9,2.6,24.96,2020.0,0.03333333333333333,0.13033333333333333,-1.7333333333333334,3,/players/a/azubuud01.html,https://www.sports-reference.com/cbb/players/udoka-azubuike-1.html,Kansas
Jaden McDaniels,2020,28,1,19.7,Washington,Power Forward,BIG,2.6,1.4,4.4,4.9,14.6,0.515,0.763,0.378,25.6,1.7,12.41,2020.0,0.3,0.086,-1.675,4,/players/m/mcdanja02.html,https://www.sports-reference.com/cbb/players/jaden-mcdaniels-1.html,Washington
Malachi Flynn,2020,29,1,22.1,San Diego State,Point Guard,G,1.1,2.0,1.8,0.2,21.4,0.544,0.81,0.577,21.7,0.9,,,-0.07500000000000001,0.0495,-2.65,4,/players/f/flynnma01.html,https://www.sports-reference.com/cbb/players/malachi-flynn-1.html,
Desmond Bane,2020,30,1,22.0,TCU,Shooting Guard,G,9.8,2.5,4.6,1.6,26.0,0.573,0.804,0.477,24.4,1.9,9.86,2020.0,2.45,0.13699999999999998,3.05,4,/players/b/banede01.html,https://www.sports-reference.com/cbb/players/desmond-bane-1.html,TCU
Tyrell Terry,2020,31,2,19.7,Stanford,Point Guard,G,6.1,2.5,1.4,0.2,20.3,0.589,0.891,0.456,24.5,2.3,13.35,2020.0,0.0,0.222,-1.0,1,/players/t/terryty01.html,https://www.sports-reference.com/cbb/players/tyrell-terry-1.html,Stanford
Vernon Carey Jr.,2020,32,2,19.3,Duke,Center,BIG,11.3,1.6,12.0,5.8,8.2,0.615,0.67,0.061,31.0,2.0,22.55,2020.0,-0.05,0.041,-6.25,2,/players/c/careyve01.html,https://www.sports-reference.com/cbb/players/vernon-careyjr-1.html,Duke
Daniel Oturu,2020,33,2,20.8,Minnesota,Center,BIG,11.1,1.0,12.0,7.1,7.9,0.612,0.671,0.123,28.8,2.2,16.39,2020.0,0.0,0.121,-5.2,1,/players/o/oturuda01.html,https://www.sports-reference.com/cbb/players/daniel-oturu-1.html,Minnesota
Xavier Tillman Sr.,2020,35,2,21.5,Michigan State,Center,BIG,12.6,2.1,9.9,6.9,18.1,0.593,0.695,0.167,21.0,2.7,17.94,2020.0,0.375,0.0765,-1.6749999999999998,4,/players/t/tillmxa01.html,https://www.sports-reference.com/cbb/players/xavier-tillman-1.html,Michigan St.
Tyler Bey,2020,36,2,22.4,Colorado,Small Forward,F,10.1,3.1,8.4,4.2,11.5,0.611,0.747,0.117,24.4,2.5,14.91,2020.0,0.0,0.0,0.0,0,/players/b/beyty01.html,https://www.sports-reference.com/cbb/players/tyler-bey-1.html,Colorado
Saben Lee,2020,38,2,21.0,Vanderbilt,Point Guard,G,5.3,2.7,1.9,0.9,31.9,0.58,0.718,0.292,29.4,0.7,3.16,2020.0,0.06666666666666667,0.08666666666666667,-1.2,3,/players/l/leesa01.html,https://www.sports-reference.com/cbb/players/saben-lee-1.html,Vanderbilt
Elijah Hughes,2020,39,2,22.3,Syracuse,Shooting Guard,G,7.0,2.0,1.8,3.2,15.2,0.562,0.788,0.557,24.3,3.1,,,-0.5,-0.043,-6.9,1,/players/h/hugheel01.html,https://www.sports-reference.com/cbb/players/elijah-hughes-1.html,
Robert Woodard II,2020,40,2,20.8,Mississippi State,Small Forward,F,6.0,2.0,8.2,3.4,7.6,0.564,0.617,0.255,18.2,1.3,-9.56,2020.0,-0.1,-0.147,-10.4,1,/players/w/woodaro01.html,https://www.sports-reference.com/cbb/players/robert-woodard-2.html,Miss. St.
Tre Jones,2020,41,2,20.5,Duke,Point Guard,G,8.2,2.8,2.1,0.9,31.4,0.524,0.767,0.282,24.0,2.0,22.55,2020.0,0.65,0.11725,-0.1,4,/players/j/jonestr01.html,https://www.sports-reference.com/cbb/players/tre-jones-1.html,Duke
Nick Richards,2020,42,2,22.6,Kentucky,Center,BIG,7.0,0.2,11.3,8.0,1.7,0.674,0.728,0.0,20.7,1.6,15.78,2020.0,-0.1,0.136,-2.425,4,/players/r/richani01.html,https://www.sports-reference.com/cbb/players/nick-richards-2.html,Kentucky
Jahmi'us Ramsey,2020,43,2,19.0,Texas Tech,Shooting Guard,G,6.7,2.5,3.0,2.5,16.1,0.546,0.641,0.421,26.2,1.7,16.83,2020.0,-0.15000000000000002,-0.0135,-5.65,2,/players/r/ramseja01.html,https://www.sports-reference.com/cbb/players/jahmius-ramsey-1.html,Texas Tech
Jordan Nwora,2020,45,2,21.8,Louisville,Small Forward,F,8.2,1.3,6.0,0.9,8.4,0.568,0.785,0.44,27.8,2.0,17.94,2020.0,-0.2333333333333333,0.03966666666666666,-2.9,3,/players/n/nworajo01.html,https://www.sports-reference.com/cbb/players/jordan-nwora-1.html,Louisville
CJ Elleby,2020,46,2,20.0,Washington State,Small Forward,F,7.6,2.9,3.8,2.5,13.5,0.519,0.749,0.438,29.2,2.2,12.41,2020.0,-1.0,0.016,-5.3,1,/players/e/ellebcj01.html,https://www.sports-reference.com/cbb/players/cj-elleby-1.html,Washington St.
Nico Mannion,2020,48,2,19.3,Arizona,Point Guard,G,5.4,2.1,0.9,0.0,31.5,0.52,0.797,0.441,24.5,1.7,19.49,2020.0,0.0,0.0,0.0,0,/players/m/mannini01.html,https://www.sports-reference.com/cbb/players/nico-mannion-1.html,Arizona
Isaiah Joe,2020,49,2,21.0,Arkansas,Shooting Guard,G,5.3,2.2,1.7,0.8,10.0,0.544,0.827,0.764,24.2,1.4,13.46,2020.0,0.75,0.10875,-0.3749999999999999,4,/players/j/joeis01.html,https://www.sports-reference.com/cbb/players/isaiah-joe-1.html,Arkansas
Skylar Mays,2020,50,2,22.8,LSU,Shooting Guard,G,8.3,2.9,1.6,0.7,17.0,0.622,0.845,0.369,22.0,1.2,14.43,2020.0,0.03333333333333333,0.09200000000000001,-1.3333333333333333,3,/players/m/mayssk01.html,https://www.sports-reference.com/cbb/players/skylar-mays-1.html,LSU
Justinian Jessup,2020,51,2,,Boise State,,F,7.2,2.2,3.2,1.5,12.0,0.584,0.831,0.611,21.1,1.8,-9.56,2020.0,0.0,0.0,0.0,0,/players/j/jessuju01.html,https://www.sports-reference.com/cbb/players/justinian-jessup-1.html,Boise St.
Cassius Winston,2020,53,2,22.3,Michigan State,Point Guard,G,8.9,2.1,0.7,0.1,36.5,0.585,0.845,0.409,29.1,1.5,17.94,2020.0,-0.1,0.015,-9.3,1,/players/w/winstca01.html,https://www.sports-reference.com/cbb/players/cassius-winston-1.html,Michigan St.
Cassius Stanley,2020,54,2,20.9,Duke,Shooting Guard,G,5.4,1.4,7.6,2.4,6.6,0.569,0.733,0.319,21.9,1.4,22.55,2020.0,-0.2,0.021,-5.8,1,/players/s/stanlca01.html,https://www.sports-reference.com/cbb/players/cassius-stanley-1.html,Duke
Jay Scrubb,2020,55,2,19.8,John A. Logan College,Shooting Guard,G,,,,,,,,,,,1.82,,-0.05,0.0425,-3.3499999999999996,2,/players/s/scrubja01.html,,
Grant Riller,2020,56,2,23.4,College of Charleston,Point Guard,G,7.1,2.8,1.8,1.1,30.1,0.609,0.796,0.286,33.6,1.4,-13.14,2020.0,0.0,0.0,0.0,0,/players/r/rillegr01.html,https://www.sports-reference.com/cbb/players/grant-riller-1.html,Charleston
Reggie Perry,2020,57,2,20.3,Mississippi State,Power Forward,BIG,8.5,1.6,12.4,4.1,16.4,0.587,0.748,0.194,28.6,1.6,-9.56,2020.0,-0.1,0.058,-4.1,1,/players/p/perryre01.html,https://www.sports-reference.com/cbb/players/reggie-perry-2.html,Miss. St.
Paul Reed,2020,58,2,21.0,DePaul,Center,BIG,9.2,3.3,11.1,9.7,11.5,0.561,0.739,0.147,24.0,2.3,7.63,2020.0,0.525,0.17975,1.325,4,/players/r/reedpa01.html,https://www.sports-reference.com/cbb/players/paul-reed-5.html,DePaul
Jalen Harris,2020,59,2,21.9,Nevada,Shooting Guard,G,7.6,1.9,2.8,0.5,26.5,0.56,0.823,0.369,32.7,1.3,,,0.0,0.0,0.0,0,/players/h/harrija01.html,https://www.sports-reference.com/cbb/players/jalen-harris-2.html,
Sam Merrill,2020,60,2,24.1,Utah State University,Shooting Guard,G,9.9,1.5,0.7,0.3,23.1,0.625,0.891,0.513,24.9,2.0,8.47,2020.0,0.35,0.10675,-0.8999999999999999,4,/players/m/merrisa01.html,https://www.sports-reference.com/cbb/players/sam-merrill-1.html,Utah St.
Cade Cunningham,2021,1,1,19.7,Oklahoma State,Point Guard,G,8.3,2.5,2.3,2.3,20.4,0.574,0.846,0.388,29.1,1.7,13.52,2021.0,2.4,0.078,2.4499999999999997,4,/players/c/cunnica01.html,https://www.sports-reference.com/cbb/players/cade-cunningham-1.html,Oklahoma St.
Evan Mobley,2021,3,1,20.0,USC,Power Forward,BIG,13.7,1.4,9.6,8.8,14.1,0.624,0.694,0.117,22.8,2.6,20.5,2021.0,2.65,0.16875,3.05,4,/players/m/mobleev01.html,https://www.sports-reference.com/cbb/players/evan-mobley-1.html,USC
Scottie Barnes,2021,4,1,19.9,Florida State,"Power Forward, Shooting Guard,",G,7.9,3.4,7.4,2.1,31.6,0.548,0.621,0.205,23.7,1.0,13.7,2021.0,2.775,0.1015,2.6750000000000003,4,/players/b/barnesc01.html,https://www.sports-reference.com/cbb/players/scottie-barnes-1.html,Florida St.
Jalen Suggs,2021,5,1,20.1,Gonzaga,Point Guard,G,9.4,3.5,2.7,1.1,23.7,0.595,0.754,0.338,24.8,2.1,27.2,2021.0,1.05,0.075,0.725,4,/players/s/suggsja01.html,https://www.sports-reference.com/cbb/players/jalen-suggs-1.html,Gonzaga
Franz Wagner,2021,8,1,19.8,Michigan,Small Forward,F,11.9,2.3,2.9,3.2,17.4,0.587,0.835,0.392,19.7,2.0,22.0,2021.0,1.75,0.12425,1.675,4,/players/w/wagnefr01.html,https://www.sports-reference.com/cbb/players/franz-wagner-1.html,Michigan
Davion Mitchell,2021,9,1,22.8,Baylor,Point Guard,G,7.4,3.0,1.4,1.3,25.0,0.565,0.653,0.435,19.5,3.8,,,-0.1,0.07075000000000001,-2.425,4,/players/m/mitchda01.html,https://www.sports-reference.com/cbb/players/davion-mitchell-1.html,
Ziaire Williams,2021,10,1,19.8,Stanford,Small Forward,F,0.3,1.7,2.4,2.2,16.4,0.473,0.796,0.389,26.5,0.9,10.15,2021.0,-0.275,0.03625,-3.525,4,/players/w/willizi02.html,https://www.sports-reference.com/cbb/players/ziaire-williams-1.html,Stanford
James Bouknight,2021,11,1,20.8,UConn,Shooting Guard,G,8.6,2.2,5.3,0.9,12.8,0.546,0.802,0.342,31.6,0.8,15.77,2021.0,-0.25,0.011,-2.15,2,/players/b/bouknja01.html,https://www.sports-reference.com/cbb/players/james-bouknight-1.html,UConn
Joshua Primo,2021,12,1,18.5,Alabama,Shooting Guard,G,3.7,1.4,4.7,1.3,6.5,0.565,0.75,0.579,17.6,1.1,19.58,2021.0,-0.1,-0.32899999999999996,-15.65,2,/players/p/primojo01.html,https://www.sports-reference.com/cbb/players/joshua-primo-1.html,Alabama
Chris Duarte,2021,13,1,24.0,Oregon,Small Forward,F,11.5,3.4,2.7,2.9,15.9,0.657,0.803,0.478,23.9,1.4,16.15,2021.0,-0.2333333333333333,0.07166666666666667,-2.2333333333333334,3,/players/d/duartch01.html,https://www.sports-reference.com/cbb/players/chris-duarte-1.html,Oregon
Moses Moody,2021,14,1,19.1,Arkansas,Shooting Guard,G,7.4,1.6,6.3,2.0,8.2,0.568,0.812,0.42,22.3,1.8,17.8,2021.0,0.425,0.09375,-0.925,4,/players/m/moodymo01.html,https://www.sports-reference.com/cbb/players/moses-moody-1.html,Arkansas
Corey Kispert,2021,15,1,22.3,Gonzaga,Small Forward,F,11.1,1.5,3.8,1.4,9.0,0.674,0.824,0.524,22.7,1.8,27.2,2021.0,-0.15,0.0625,-2.3,4,/players/k/kispeco01.html,https://www.sports-reference.com/cbb/players/corey-kispert-1.html,Gonzaga
Trey Murphy III,2021,17,1,21.0,Virginia,Small Forward,F,8.4,1.8,2.8,1.8,8.2,0.67,0.927,0.628,18.4,0.9,,,2.025,0.1295,1.875,4,/players/m/murphtr02.html,https://www.sports-reference.com/cbb/players/trey-murphyiii-1.html,
Tre Mann,2021,18,1,20.4,Florida,Point Guard,G,7.0,2.4,2.6,0.4,21.9,0.579,0.788,0.386,25.8,1.2,13.7,2021.0,-0.22499999999999998,0.02375,-3.225,4,/players/m/manntr01.html,https://www.sports-reference.com/cbb/players/tre-mann-1.html,Florida
Kai Jones,2021,19,1,20.4,Texas,Center,BIG,7.5,2.1,10.0,4.2,5.4,0.646,0.677,0.238,18.0,1.1,15.51,2021.0,0.15,0.139,-0.55,2,/players/j/joneska01.html,https://www.sports-reference.com/cbb/players/kai-jones-1.html,Texas
Jalen Johnson,2021,20,1,19.5,Duke,Small Forward,F,8.5,3.1,8.3,6.0,20.5,0.575,0.632,0.165,28.6,0.5,13.04,2021.0,1.825,0.10675,1.875,4,/players/j/johnsja05.html,https://www.sports-reference.com/cbb/players/jalen-johnson-24.html,Duke
Keon Johnson,2021,21,1,19.3,Tennessee,Shooting Guard,G,4.1,2.5,4.8,2.0,20.7,0.519,0.703,0.194,26.8,1.4,16.87,2021.0,-0.3333333333333333,0.008333333333333333,-3.8000000000000003,3,/players/j/johnske07.html,https://www.sports-reference.com/cbb/players/keon-johnson-2.html,Tennessee
Isaiah Jackson,2021,22,1,19.5,Kentucky,Center,BIG,8.3,2.1,11.2,12.7,7.4,0.587,0.7,0.015,20.5,1.2,11.77,2021.0,0.325,0.155,0.125,4,/players/j/jacksis01.html,https://www.sports-reference.com/cbb/players/isaiah-jackson-3.html,Kentucky
Josh Christopher,2021,24,1,19.5,Arizona State,Shooting Guard,G,4.2,2.7,2.4,1.9,9.8,0.529,0.8,0.335,25.5,0.5,15.02,2021.0,-0.3,-0.037,-6.1,2,/players/c/chrisjo01.html,https://www.sports-reference.com/cbb/players/josh-christopher-1.html,Arizona St.
Quentin Grimes,2021,25,1,21.1,Houston,Shooting Guard,G,1.8,1.3,2.0,0.7,12.7,0.496,0.603,0.576,18.8,1.1,,,0.575,0.08175,-0.8750000000000001,4,/players/g/grimequ01.html,https://www.sports-reference.com/cbb/players/quentin-grimes-1.html,
Bones Hyland,2021,26,1,20.8,VCU,Point Guard,G,8.2,3.5,0.7,0.6,16.0,0.596,0.827,0.547,31.8,1.8,11.3,2021.0,0.375,0.0715,0.0,4,/players/h/hylanbo01.html,https://www.sports-reference.com/cbb/players/nahshon-hyland-1.html,VCU
Cam Thomas,2021,27,1,19.7,LSU,Shooting Guard,G,6.3,1.4,2.0,0.7,8.3,0.553,0.882,0.418,31.6,0.5,15.7,2021.0,1.3877787807814457e-17,0.0385,-2.2,4,/players/t/thomaca02.html,https://www.sports-reference.com/cbb/players/cameron-thomas-1.html,LSU
Jaden Springer,2021,28,1,18.7,Tennessee,Shooting Guard,G,6.9,2.7,4.6,2.0,24.1,0.57,0.81,0.203,26.0,1.3,16.87,2021.0,-0.06666666666666667,0.08900000000000001,-1.9333333333333333,3,/players/s/sprinja01.html,https://www.sports-reference.com/cbb/players/jaden-springer-1.html,Tennessee
Day'Ron Sharpe,2021,29,1,19.6,UNC,Center,BIG,7.5,2.3,18.1,5.1,15.4,0.521,0.505,0.009,26.3,1.2,14.79,2021.0,0.55,0.144,2.7755575615628914e-17,4,/players/s/sharpda01.html,https://www.sports-reference.com/cbb/players/dayron-sharpe-1.html,UNC
Santi Aldama,2021,30,1,20.5,Loyola (MD),Power Forward,BIG,7.7,1.7,6.1,5.6,15.5,0.594,0.639,0.331,30.5,1.2,13.94,2021.0,1.2750000000000001,0.109,1.3,4,/players/a/aldamsa01.html,https://www.sports-reference.com/cbb/players/santi-aldama-1.html,Loyola (MD)
Jeremiah Robinson-Earl,2021,32,2,20.6,Villanova,Power Forward,BIG,7.6,1.7,8.6,2.3,13.5,0.558,0.768,0.263,24.3,1.3,17.47,2021.0,-0.1,0.0735,-2.85,4,/players/r/robinje02.html,https://www.sports-reference.com/cbb/players/jeremiah-robinson-earl-1.html,Villanova
Jason Preston,2021,33,2,21.9,Ohio University,Point Guard,G,7.2,2.3,3.6,0.8,38.6,0.583,0.703,0.332,23.4,1.0,5.48,2021.0,0.0,0.0235,-2.6,2,/players/p/prestja01.html,https://www.sports-reference.com/cbb/players/jason-preston-1.html,Ohio
Herbert Jones,2021,35,2,22.7,Alabama,Small Forward,F,8.7,3.4,9.4,4.0,21.7,0.528,0.604,0.197,22.7,2.2,19.58,2021.0,0.4,0.0725,-1.6,4,/players/j/joneshe01.html,https://www.sports-reference.com/cbb/players/herb-jones-3.html,Alabama
Miles McBride,2021,36,2,20.8,West Virginia,Point Guard,G,9.5,3.1,3.7,1.0,28.5,0.544,0.785,0.305,22.9,1.2,15.36,2021.0,0.55,0.09875,-0.3,4,/players/m/mcbrimi01.html,https://www.sports-reference.com/cbb/players/miles-mcbride-1.html,West Virginia
JT Thor,2021,37,2,18.8,Auburn,Power Forward,BIG,4.7,1.9,7.7,5.9,7.1,0.547,0.741,0.387,20.4,0.8,10.02,2021.0,-0.4666666666666666,0.025333333333333333,-4.866666666666667,3,/players/t/thorjt01.html,https://www.sports-reference.com/cbb/players/jt-thor-1.html,Auburn
Ayo Dosunmu,2021,38,2,21.4,Illinois,Shooting Guard,G,9.5,1.8,3.9,0.6,29.2,0.566,0.75,0.191,29.5,1.8,23.25,2021.0,0.49999999999999994,0.09175,-0.9750000000000001,4,/players/d/dosunay01.html,https://www.sports-reference.com/cbb/players/ayo-dosunmu-1.html,Illinois
Neemias Queta,2021,39,2,22.0,Utah State University,Center,BIG,12.2,2.0,10.8,13.2,18.6,0.592,0.646,0.007,24.3,2.9,11.86,2021.0,0.75,0.20274999999999999,0.04999999999999999,4,/players/q/quetane01.html,https://www.sports-reference.com/cbb/players/neemias-queta-1.html,Utah St.
Jared Butler,2021,40,2,20.8,Baylor,Point Guard,G,11.7,3.7,1.7,1.3,27.9,0.599,0.782,0.492,27.0,1.9,24.83,2021.0,0.09999999999999999,0.05933333333333333,-1.9000000000000001,3,/players/b/butleja02.html,https://www.sports-reference.com/cbb/players/jared-butler-1.html,Baylor
Joe Wieskamp,2021,41,2,21.8,Iowa,Small Forward,F,9.3,1.8,4.5,1.1,10.4,0.616,0.771,0.482,22.4,1.2,21.4,2021.0,-0.1,-0.076,-10.6,1,/players/w/wieskjo01.html,https://www.sports-reference.com/cbb/players/joe-wieskamp-1.html,Iowa
Isaiah Livers,2021,42,2,22.9,Michigan,Power Forward,BIG,10.4,1.1,4.5,2.3,11.6,0.605,0.856,0.52,19.8,1.3,22.0,2021.0,-0.19999999999999998,0.02766666666666667,-3.8000000000000003,3,/players/l/liveris01.html,https://www.sports-reference.com/cbb/players/isaiah-livers-1.html,Michigan
Greg Brown III,2021,43,2,19.8,Texas,Power Forward,BIG,2.5,1.6,6.7,5.0,3.8,0.535,0.708,0.472,26.9,1.2,15.51,2021.0,-0.1,-0.037,-6.45,2,/players/b/browngr01.html,https://www.sports-reference.com/cbb/players/greg-brown-9.html,Texas
Kessler Edwards,2021,44,2,20.9,Pepperdine,Small Forward,F,5.6,1.6,4.4,3.9,7.2,0.606,0.789,0.356,23.6,1.4,5.65,2021.0,-0.03333333333333333,0.07566666666666667,-2.2666666666666666,3,/players/e/edwarke02.html,https://www.sports-reference.com/cbb/players/kessler-edwards-1.html,Pepperdine
Dalano Banton,2021,46,2,21.6,Nebraska,Point Guard,G,0.2,1.7,4.0,3.9,25.9,0.464,0.559,0.381,17.9,0.8,,,0.15,0.019250000000000003,-1.65,4,/players/b/bantoda01.html,https://www.sports-reference.com/cbb/players/dalano-banton-1.html,
David Johnson,2021,47,2,20.3,Louisville,Point Guard,G,3.1,1.8,2.9,0.9,18.8,0.504,0.65,0.379,23.3,1.0,10.35,2021.0,0.0,0.0,0.0,0,/players/j/johnsda08.html,https://www.sports-reference.com/cbb/players/david-johnson-13.html,Louisville
Sharife Cooper,2021,48,2,20.0,Auburn,Point Guard,G,4.3,1.6,2.2,0.7,51.9,0.519,0.825,0.31,33.1,0.3,10.02,2021.0,-0.3,0.041,-3.9,1,/players/c/coopesh01.html,https://www.sports-reference.com/cbb/players/sharife-cooper-1.html,Auburn
Marcus Zegarowski,2021,49,2,,Creighton,,F,8.1,2.2,1.1,0.2,23.9,0.6,0.772,0.544,23.5,1.4,16.28,2021.0,0.0,0.0,0.0,0,/players/z/zegarma01.html,https://www.sports-reference.com/cbb/players/marcus-zegarowski-1.html,Creighton
Filip Petrušev,2021,50,2,21.2,Gonzaga,Center,BIG,6.8,1.3,10.8,3.0,10.3,0.594,0.703,0.03,30.9,1.8,27.2,2020.0,0.0,0.029,-8.0,1,/players/p/petrufi01.html,https://www.sports-reference.com/cbb/players/filip-petrusev-1.html,Gonzaga
Brandon Boston Jr.,2021,51,2,19.6,Kentucky,Shooting Guard,G,3.1,2.5,4.8,0.5,11.1,0.447,0.785,0.345,23.0,1.0,11.77,2021.0,-0.2333333333333333,0.011000000000000001,-4.566666666666666,3,/players/b/bostobr01.html,https://www.sports-reference.com/cbb/players/brandon-bostonjr-1.html,Kentucky
Luka Garza,2021,52,2,22.5,Iowa,Center,BIG,13.7,1.2,10.5,5.3,12.2,0.62,0.701,0.197,32.5,1.4,21.4,2021.0,0.325,0.18675,-0.6,4,/players/g/garzalu01.html,https://www.sports-reference.com/cbb/players/luka-garza-1.html,Iowa
Charles Bassey,2021,53,2,20.7,Western Kentucky,Center,BIG,9.1,0.7,13.2,11.5,5.6,0.643,0.768,0.179,26.4,2.1,,2021.0,0.2,0.15675,0.7,4,/players/b/bassech01.html,https://www.sports-reference.com/cbb/players/charles-bassey-1.html,Western Ky.
Sandro Mamukelashvili,2021,54,2,22.1,Seton Hall,Center,BIG,6.2,1.8,6.1,1.7,20.6,0.525,0.663,0.323,28.8,1.3,11.12,2021.0,0.725,0.1235,0.5499999999999999,4,/players/m/mamuksa01.html,https://www.sports-reference.com/cbb/players/sandro-mamukelashvili-1.html,Seton Hall
Aaron Wiggins,2021,55,2,22.5,Maryland,Shooting Guard,G,7.0,2.1,4.4,2.0,17.3,0.55,0.769,0.432,25.4,1.6,13.94,2021.0,0.65,0.11524999999999999,-0.30000000000000004,4,/players/w/wiggiaa01.html,https://www.sports-reference.com/cbb/players/aaron-wiggins-1.html,Maryland
Scottie Lewis,2021,56,2,21.3,Florida,Shooting Guard,G,5.8,3.5,4.0,4.4,10.4,0.535,0.759,0.344,18.0,0.9,13.7,2021.0,0.0,0.0,0.0,0,/players/l/lewissc01.html,https://www.sports-reference.com/cbb/players/scottie-lewis-1.html,Florida
Balša Koprivica,2021,57,2,,Florida State,,F,6.7,0.9,13.6,8.0,7.7,0.622,0.677,0.007,21.9,0.8,13.7,2021.0,0.0,0.0,0.0,0,/players/k/kopriba01.html,https://www.sports-reference.com/cbb/players/balsa-koprivica-1.html,Florida St.
Jericho Sims,2021,58,2,22.7,Texas,Center,BIG,6.9,1.7,10.2,4.6,5.4,0.658,0.524,0.0,17.6,1.4,15.51,2021.0,-0.07500000000000001,0.12325,-2.1,4,/players/s/simsje01.html,https://www.sports-reference.com/cbb/players/jericho-sims-1.html,Texas
RaiQuan Gray,2021,59,2,22.0,Florida State,Power Forward,BIG,7.4,2.6,7.0,3.1,16.1,0.582,0.732,0.142,23.3,1.3,13.7,2021.0,0.05,0.1465,2.7,2,/players/g/grayra01.html,https://www.sports-reference.com/cbb/players/raiquan-gray-1.html,Florida St.
